ID,punto_tipo,poblacion,hogares,desocupado,0-14,65_mas,inicial,primario,egb,secundario,polimodal,superior,universitario,post_universitario,lee_y _esc,NoLee_ni_e,hacinamiento,sin_agua,sin_cloaca,densidad_comercial,microzonificacion,macrozonificacion,x,y,index,prediccion
I605,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,2.0,Residencial urbano,Urbano,-68.88198553,-32.87092353,678,1
I606,Intersercción,921.0,277.0,26.0,177.0,98.0,39.0,99.0,50.0,188.0,51.0,92.0,330.0,31.0,856.0,33.0,0.0,1.0,1.0,5.0,Residencial urbano,Urbano,-68.88263563,-32.86702203,679,1
I607,Intersercción,741.0,242.0,38.0,116.0,93.0,18.0,120.0,39.0,188.0,46.0,71.0,217.0,14.0,699.0,24.0,0.0,9.0,3.0,6.0,Residencial urbano,Urbano,-68.88164783,-32.8745444,680,1
I608,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,0.0,Residencial urbano,Urbano,-68.88244735,-32.86806891,681,1
I609,Intersercción,921.0,277.0,26.0,177.0,98.0,39.0,99.0,50.0,188.0,51.0,92.0,330.0,31.0,856.0,33.0,0.0,1.0,1.0,1.0,Residencial urbano,Urbano,-68.88249755,-32.8677898,682,1
I610,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,1.0,Residencial urbano,Urbano,-68.88219017,-32.86956742,683,1
I611,Intersercción,741.0,242.0,38.0,116.0,93.0,18.0,120.0,39.0,188.0,46.0,71.0,217.0,14.0,699.0,24.0,0.0,9.0,3.0,8.0,Residencial urbano,Urbano,-68.88179778,-32.87271633,684,1
I612,Intersercción,741.0,242.0,38.0,116.0,93.0,18.0,120.0,39.0,188.0,46.0,71.0,217.0,14.0,699.0,24.0,0.0,9.0,3.0,2.0,Residencial urbano,Urbano,-68.88195576,-32.8711897,685,1
I613,Intersercción,1019.0,362.0,38.0,153.0,189.0,29.0,163.0,44.0,246.0,38.0,131.0,300.0,22.0,950.0,36.0,1.0,1.0,2.0,15.0,Residencial urbano,Urbano,-68.85094398,-32.86774859,686,1
I614,Intersercción,1065.0,365.0,37.0,215.0,150.0,32.0,217.0,58.0,292.0,52.0,108.0,231.0,10.0,977.0,45.0,2.0,4.0,1.0,15.0,Residencial urbano,Urbano,-68.82732042,-32.86773625,687,1
I615,Intersercción,878.0,309.0,27.0,123.0,192.0,20.0,115.0,38.0,181.0,41.0,91.0,327.0,36.0,831.0,25.0,0.0,0.0,2.0,21.0,Residencial urbano,Urbano,-68.85372191,-32.86778794,688,1
I616,Intersercción,666.0,234.0,18.0,91.0,115.0,12.0,81.0,39.0,165.0,42.0,81.0,200.0,13.0,625.0,14.0,1.0,0.0,0.0,3.0,Residencial urbano,Urbano,-68.84142398,-32.86777296,689,1
I617,Intersercción,764.0,265.0,28.0,129.0,146.0,24.0,125.0,15.0,170.0,27.0,83.0,251.0,26.0,704.0,27.0,0.0,0.0,1.0,14.0,Residencial urbano,Urbano,-68.85172388,-32.86779461,690,1
I618,Intersercción,763.0,250.0,20.0,172.0,94.0,23.0,173.0,47.0,224.0,22.0,83.0,127.0,2.0,681.0,40.0,2.0,0.0,0.0,16.0,Residencial urbano,Urbano,-68.82271531,-32.86776588,691,1
I619,Intersercción,714.0,254.0,19.0,141.0,109.0,28.0,96.0,51.0,184.0,35.0,86.0,178.0,10.0,649.0,32.0,6.0,0.0,2.0,11.0,Residencial urbano,Urbano,-68.83613508,-32.86779319,692,1
I620,Intersercción,1065.0,365.0,37.0,215.0,150.0,32.0,217.0,58.0,292.0,52.0,108.0,231.0,10.0,977.0,45.0,2.0,4.0,1.0,14.0,Residencial urbano,Urbano,-68.8264442,-32.86778012,693,1
I621,Intersercción,764.0,265.0,28.0,129.0,146.0,24.0,125.0,15.0,170.0,27.0,83.0,251.0,26.0,704.0,27.0,0.0,0.0,1.0,15.0,Residencial urbano,Urbano,-68.85255718,-32.86784969,694,1
I622,Intersercción,763.0,250.0,20.0,172.0,94.0,23.0,173.0,47.0,224.0,22.0,83.0,127.0,2.0,681.0,40.0,2.0,0.0,0.0,13.0,Residencial urbano,Urbano,-68.82555729,-32.86782397,695,1
I625,Intersercción,666.0,234.0,18.0,91.0,115.0,12.0,81.0,39.0,165.0,42.0,81.0,200.0,13.0,625.0,14.0,1.0,0.0,0.0,8.0,Residencial urbano,Urbano,-68.83956464,-32.86789682,698,1
I626,Intersercción,1587.0,381.0,43.0,470.0,156.0,84.0,492.0,306.0,295.0,166.0,23.0,33.0,0.0,1360.0,132.0,30.0,0.0,6.0,1.0,Residencial urbano,Urbano,-68.8705178,-32.86796876,699,0
I627,Intersercción,1244.0,335.0,66.0,350.0,129.0,56.0,491.0,101.0,320.0,63.0,39.0,33.0,1.0,1054.0,108.0,23.0,0.0,12.0,2.0,Residencial urbano,Urbano,-68.86825267,-32.86796639,700,1
I628,Intersercción,517.0,178.0,22.0,108.0,90.0,28.0,146.0,19.0,161.0,19.0,40.0,73.0,2.0,467.0,30.0,0.0,0.0,1.0,7.0,Residencial urbano,Urbano,-68.81882581,-32.86792261,701,1
I631,Intersercción,921.0,277.0,26.0,177.0,98.0,39.0,99.0,50.0,188.0,51.0,92.0,330.0,31.0,856.0,33.0,0.0,1.0,1.0,1.0,Residencial urbano,Urbano,-68.8811489,-32.86803341,704,1
I632,Intersercción,921.0,277.0,26.0,177.0,98.0,39.0,99.0,50.0,188.0,51.0,92.0,330.0,31.0,856.0,33.0,0.0,1.0,1.0,5.0,Residencial urbano,Urbano,-68.88095748,-32.86735696,705,1
I633,Intersercción,921.0,277.0,26.0,177.0,98.0,39.0,99.0,50.0,188.0,51.0,92.0,330.0,31.0,856.0,33.0,0.0,1.0,1.0,1.0,Residencial urbano,Urbano,-68.88249755,-32.8677898,706,1
I640,Intersercción,714.0,254.0,19.0,141.0,109.0,28.0,96.0,51.0,184.0,35.0,86.0,178.0,10.0,649.0,32.0,6.0,0.0,2.0,25.0,Residencial urbano,Urbano,-68.83490597,-32.86799896,713,1
I647,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,1.0,Residencial urbano,Urbano,-68.86170440000001,-32.86812774,720,0
I648,Intersercción,714.0,254.0,19.0,141.0,109.0,28.0,96.0,51.0,184.0,35.0,86.0,178.0,10.0,649.0,32.0,6.0,0.0,2.0,42.0,Comercial,Altamente urbano,-68.83352721,-32.86824059,721,1
I649,Intersercción,1065.0,365.0,37.0,215.0,150.0,32.0,217.0,58.0,292.0,52.0,108.0,231.0,10.0,977.0,45.0,2.0,4.0,1.0,42.0,Comercial,Altamente urbano,-68.83349515,-32.86824055,722,1
I650,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,2.0,Residencial urbano,Urbano,-68.87979159,-32.86830262,723,1
I651,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,2.0,Residencial urbano,Urbano,-68.86210539,-32.86806474,724,0
I653,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,7.0,Residencial urbano,Urbano,-68.86580537,-32.86831545,726,0
I654,Intersercción,764.0,265.0,28.0,129.0,146.0,24.0,125.0,15.0,170.0,27.0,83.0,251.0,26.0,704.0,27.0,0.0,0.0,1.0,23.0,Residencial urbano,Urbano,-68.8525137,-32.86830049,727,1
I656,Intersercción,1065.0,365.0,37.0,215.0,150.0,32.0,217.0,58.0,292.0,52.0,108.0,231.0,10.0,977.0,45.0,2.0,4.0,1.0,34.0,Residencial urbano,Urbano,-68.83270439,-32.8682936,729,1
I657,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,6.0,Residencial urbano,Urbano,-68.86581597,-32.86836956,730,0
I658,Intersercción,878.0,309.0,27.0,123.0,192.0,20.0,115.0,38.0,181.0,41.0,91.0,327.0,36.0,831.0,25.0,0.0,0.0,2.0,32.0,Residencial urbano,Urbano,-68.85366752,-32.86837398,731,1
I659,Intersercción,784.0,305.0,27.0,106.0,122.0,18.0,116.0,26.0,194.0,29.0,109.0,236.0,18.0,735.0,23.0,1.0,5.0,0.0,11.0,Comercial,Altamente urbano,-68.84317517,-32.86838831,732,1
I660,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,2.0,Residencial urbano,Urbano,-68.87974884,-32.868311600000006,733,1
I661,Intersercción,784.0,305.0,27.0,106.0,122.0,18.0,116.0,26.0,194.0,29.0,109.0,236.0,18.0,735.0,23.0,1.0,5.0,0.0,17.0,Comercial,Altamente urbano,-68.84438247,-32.86842589,734,1
I662,Intersercción,745.0,188.0,18.0,213.0,55.0,29.0,317.0,36.0,201.0,20.0,20.0,22.0,1.0,626.0,58.0,20.0,0.0,4.0,2.0,Residencial urbano,Urbano,-68.86219320000001,-32.86832039,735,1
I663,Intersercción,485.0,173.0,23.0,67.0,97.0,13.0,68.0,17.0,131.0,24.0,70.0,129.0,4.0,448.0,21.0,1.0,0.0,2.0,11.0,Residencial urbano,Urbano,-68.83902942,-32.86844617,736,1
I664,Intersercción,770.0,257.0,15.0,143.0,149.0,26.0,168.0,34.0,212.0,33.0,72.0,178.0,7.0,712.0,27.0,2.0,0.0,4.0,17.0,Comercial,Altamente urbano,-68.84461747,-32.86846225,737,1
I666,Intersercción,517.0,178.0,22.0,108.0,90.0,28.0,146.0,19.0,161.0,19.0,40.0,73.0,2.0,467.0,30.0,0.0,0.0,1.0,6.0,Residencial urbano,Urbano,-68.81895239,-32.8687253,739,1
I667,Intersercción,1019.0,362.0,38.0,153.0,189.0,29.0,163.0,44.0,246.0,38.0,131.0,300.0,22.0,950.0,36.0,1.0,1.0,2.0,36.0,Residencial urbano,Urbano,-68.85008747,-32.86878452,740,1
I668,Intersercción,1065.0,365.0,37.0,215.0,150.0,32.0,217.0,58.0,292.0,52.0,108.0,231.0,10.0,977.0,45.0,2.0,4.0,1.0,15.0,Residencial urbano,Urbano,-68.82789536,-32.868783,741,1
I669,Intersercción,485.0,173.0,23.0,67.0,97.0,13.0,68.0,17.0,131.0,24.0,70.0,129.0,4.0,448.0,21.0,1.0,0.0,2.0,14.0,Residencial urbano,Urbano,-68.83638966,-32.86880342,742,1
I670,Intersercción,1019.0,362.0,38.0,153.0,189.0,29.0,163.0,44.0,246.0,38.0,131.0,300.0,22.0,950.0,36.0,1.0,1.0,2.0,29.0,Residencial urbano,Urbano,-68.85083532,-32.86883049,743,1
I671,Intersercción,985.0,375.0,38.0,161.0,145.0,28.0,166.0,47.0,198.0,47.0,120.0,312.0,15.0,915.0,35.0,1.0,0.0,3.0,30.0,Residencial urbano,Urbano,-68.85079243,-32.86892061,744,1
I672,Intersercción,1019.0,362.0,38.0,153.0,189.0,29.0,163.0,44.0,246.0,38.0,131.0,300.0,22.0,950.0,36.0,1.0,1.0,2.0,29.0,Residencial urbano,Urbano,-68.85083831,-32.86883062,745,1
I674,Intersercción,764.0,265.0,28.0,129.0,146.0,24.0,125.0,15.0,170.0,27.0,83.0,251.0,26.0,704.0,27.0,0.0,0.0,1.0,26.0,Residencial urbano,Urbano,-68.85147636,-32.86885831,747,1
I675,Intersercción,764.0,265.0,28.0,129.0,146.0,24.0,125.0,15.0,170.0,27.0,83.0,251.0,26.0,704.0,27.0,0.0,0.0,1.0,26.0,Residencial urbano,Urbano,-68.85162593,-32.8688675,748,1
I676,Intersercción,1065.0,365.0,37.0,215.0,150.0,32.0,217.0,58.0,292.0,52.0,108.0,231.0,10.0,977.0,45.0,2.0,4.0,1.0,16.0,Residencial urbano,Urbano,-68.82738237,-32.86884542,749,1
I677,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,3.0,Residencial urbano,Urbano,-68.86650967,-32.86891132,750,0
I678,Intersercción,985.0,375.0,38.0,161.0,145.0,28.0,166.0,47.0,198.0,47.0,120.0,312.0,15.0,915.0,35.0,1.0,0.0,3.0,36.0,Residencial urbano,Urbano,-68.85008729,-32.86889272,751,1
I679,Intersercción,764.0,265.0,28.0,129.0,146.0,24.0,125.0,15.0,170.0,27.0,83.0,251.0,26.0,704.0,27.0,0.0,0.0,1.0,27.0,Residencial urbano,Urbano,-68.85219216,-32.86890424,752,1
I681,Intersercción,848.0,259.0,39.0,190.0,97.0,35.0,124.0,80.0,180.0,50.0,78.0,225.0,22.0,766.0,40.0,1.0,0.0,23.0,0.0,Residencial urbano,Urbano,-68.87632888,-32.86893945,754,1
I682,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,3.0,Residencial urbano,Urbano,-68.86649895,-32.86892934,755,0
I683,Intersercción,764.0,265.0,28.0,129.0,146.0,24.0,125.0,15.0,170.0,27.0,83.0,251.0,26.0,704.0,27.0,0.0,0.0,1.0,28.0,Residencial urbano,Urbano,-68.85245926,-32.86891357,756,1
I684,Intersercción,1065.0,365.0,37.0,215.0,150.0,32.0,217.0,58.0,292.0,52.0,108.0,231.0,10.0,977.0,45.0,2.0,4.0,1.0,15.0,Residencial urbano,Urbano,-68.82649548,-32.86888026,757,1
I686,Intersercción,878.0,309.0,27.0,123.0,192.0,20.0,115.0,38.0,181.0,41.0,91.0,327.0,36.0,831.0,25.0,0.0,0.0,2.0,31.0,Residencial urbano,Urbano,-68.85297208,-32.86894123,759,1
I688,Intersercción,878.0,309.0,27.0,123.0,192.0,20.0,115.0,38.0,181.0,41.0,91.0,327.0,36.0,831.0,25.0,0.0,0.0,2.0,36.0,Residencial urbano,Urbano,-68.85364514,-32.868987100000005,761,1
I689,Intersercción,985.0,375.0,38.0,161.0,145.0,28.0,166.0,47.0,198.0,47.0,120.0,312.0,15.0,915.0,35.0,1.0,0.0,3.0,22.0,Residencial urbano,Urbano,-68.84619791,-32.86897817,762,1
I690,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,1.0,Residencial urbano,Urbano,-68.8706445,-32.86901485,763,0
I691,Intersercción,485.0,173.0,23.0,67.0,97.0,13.0,68.0,17.0,131.0,24.0,70.0,129.0,4.0,448.0,21.0,1.0,0.0,2.0,32.0,Residencial urbano,Urbano,-68.83512855,-32.86897308,764,1
I692,Intersercción,878.0,309.0,27.0,123.0,192.0,20.0,115.0,38.0,181.0,41.0,91.0,327.0,36.0,831.0,25.0,0.0,0.0,2.0,39.0,Residencial urbano,Urbano,-68.85457464,-32.86903327,765,1
I693,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,3.0,Residencial urbano,Urbano,-68.8670864,-32.86907424,766,0
I694,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,3.0,Residencial urbano,Urbano,-68.86709058,-32.8690637,767,0
I695,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,10.0,Residencial urbano,Urbano,-68.82432619,-32.86903052,768,1
I696,Intersercción,510.0,174.0,17.0,76.0,90.0,12.0,51.0,14.0,110.0,20.0,59.0,212.0,7.0,478.0,16.0,0.0,0.0,1.0,34.0,Residencial urbano,Urbano,-68.85546140000001,-32.86907938,769,1
I698,Intersercción,1179.0,326.0,30.0,213.0,85.0,43.0,95.0,94.0,138.0,71.0,86.0,549.0,67.0,1106.0,41.0,0.0,71.0,11.0,0.0,Residencial suburbano,Interfaz,-68.89128725,-32.8691427,771,1
I699,Intersercción,643.0,210.0,12.0,94.0,101.0,16.0,58.0,37.0,93.0,25.0,57.0,294.0,32.0,598.0,22.0,0.0,1.0,2.0,27.0,Residencial urbano,Urbano,-68.85620927,-32.86911631,772,1
I700,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,2.0,Residencial urbano,Urbano,-68.86912707,-32.86914853,773,0
I701,Intersercción,643.0,210.0,12.0,94.0,101.0,16.0,58.0,37.0,93.0,25.0,57.0,294.0,32.0,598.0,22.0,0.0,1.0,2.0,19.0,Residencial urbano,Urbano,-68.85688235,-32.86915315,774,1
I702,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,3.0,Residencial urbano,Urbano,-68.86769526,-32.86918309,775,0
I703,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,3.0,Residencial urbano,Urbano,-68.86649349,-32.8689458,776,0
I704,Intersercción,643.0,210.0,12.0,94.0,101.0,16.0,58.0,37.0,93.0,25.0,57.0,294.0,32.0,598.0,22.0,0.0,1.0,2.0,14.0,Residencial urbano,Urbano,-68.85757679999999,-32.86919001,777,1
I705,Intersercción,585.0,209.0,17.0,90.0,88.0,12.0,91.0,36.0,148.0,25.0,84.0,159.0,6.0,556.0,11.0,2.0,0.0,0.0,51.0,Comercial,Altamente urbano,-68.83373918,-32.8691606,778,1
I706,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,11.0,Residencial urbano,Urbano,-68.82289417,-32.86916375,779,1
I710,Intersercción,1179.0,326.0,30.0,213.0,85.0,43.0,95.0,94.0,138.0,71.0,86.0,549.0,67.0,1106.0,41.0,0.0,71.0,11.0,0.0,Residencial suburbano,Interfaz,-68.8952323,-32.86775215,783,1
I712,Intersercción,1179.0,326.0,30.0,213.0,85.0,43.0,95.0,94.0,138.0,71.0,86.0,549.0,67.0,1106.0,41.0,0.0,71.0,11.0,0.0,Residencial suburbano,Interfaz,-68.89436614,-32.86792659,785,1
I718,Intersercción,745.0,188.0,18.0,213.0,55.0,29.0,317.0,36.0,201.0,20.0,20.0,22.0,1.0,626.0,58.0,20.0,0.0,4.0,1.0,Residencial urbano,Urbano,-68.86118512,-32.86837774,791,1
I719,Intersercción,985.0,375.0,38.0,161.0,145.0,28.0,166.0,47.0,198.0,47.0,120.0,312.0,15.0,915.0,35.0,1.0,0.0,3.0,17.0,Comercial,Altamente urbano,-68.84481913,-32.86923795,792,1
I720,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,2.0,Residencial urbano,Urbano,-68.86437179,-32.86952217,793,0
I721,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,2.0,Residencial urbano,Urbano,-68.86828275,-32.86930093,794,0
I722,Intersercción,1190.0,351.0,23.0,208.0,113.0,43.0,76.0,103.0,141.0,61.0,93.0,576.0,66.0,1120.0,44.0,0.0,66.0,3.0,0.0,Residencial suburbano,Interfaz,-68.8839252,-32.86933445,795,1
I723,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,2.0,Residencial urbano,Urbano,-68.8685498,-32.86934629,796,0
I724,Intersercción,583.0,250.0,10.0,137.0,93.0,32.0,103.0,38.0,186.0,22.0,51.0,95.0,8.0,514.0,36.0,0.0,0.0,9.0,2.0,Residencial urbano,Urbano,-68.86103134,-32.86932972,797,1
I725,Intersercción,985.0,375.0,38.0,161.0,145.0,28.0,166.0,47.0,198.0,47.0,120.0,312.0,15.0,915.0,35.0,1.0,0.0,3.0,33.0,Residencial urbano,Urbano,-68.85015061,-32.86936167,798,1
I726,Intersercción,612.0,241.0,27.0,125.0,81.0,19.0,111.0,29.0,172.0,28.0,85.0,117.0,10.0,553.0,27.0,0.0,1.0,7.0,1.0,Residencial urbano,Urbano,-68.86063201,-32.86938445,799,1
I727,Intersercción,1053.0,354.0,38.0,231.0,145.0,37.0,261.0,66.0,290.0,44.0,118.0,170.0,8.0,965.0,43.0,5.0,0.0,2.0,11.0,Residencial urbano,Urbano,-68.82910155,-32.86939781,800,1
I728,Intersercción,612.0,241.0,27.0,125.0,81.0,19.0,111.0,29.0,172.0,28.0,85.0,117.0,10.0,553.0,27.0,0.0,1.0,7.0,1.0,Residencial urbano,Urbano,-68.86009702,-32.86850059,801,1
I729,Intersercción,612.0,241.0,27.0,125.0,81.0,19.0,111.0,29.0,172.0,28.0,85.0,117.0,10.0,553.0,27.0,0.0,1.0,7.0,2.0,Residencial urbano,Urbano,-68.86025299,-32.86947543,802,1
I730,Intersercción,585.0,209.0,17.0,90.0,88.0,12.0,91.0,36.0,148.0,25.0,84.0,159.0,6.0,556.0,11.0,2.0,0.0,0.0,53.0,Comercial,Altamente urbano,-68.83381347,-32.86943121,803,1
I731,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,1.0,Residencial urbano,Urbano,-68.87069722,-32.86950182,804,0
I732,Intersercción,1053.0,354.0,38.0,231.0,145.0,37.0,261.0,66.0,290.0,44.0,118.0,170.0,8.0,965.0,43.0,5.0,0.0,2.0,15.0,Residencial urbano,Urbano,-68.82741326,-32.86944959,805,1
I733,Intersercción,612.0,241.0,27.0,125.0,81.0,19.0,111.0,29.0,172.0,28.0,85.0,117.0,10.0,553.0,27.0,0.0,1.0,7.0,2.0,Residencial urbano,Urbano,-68.85968763,-32.86854655,806,1
I734,Intersercción,612.0,241.0,27.0,125.0,81.0,19.0,111.0,29.0,172.0,28.0,85.0,117.0,10.0,553.0,27.0,0.0,1.0,7.0,2.0,Residencial urbano,Urbano,-68.85984407,-32.86949956,807,1
I735,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,9.0,Residencial urbano,Urbano,-68.82436805,-32.8694724,808,1
I736,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,11.0,Residencial urbano,Urbano,-68.82567636,-32.86944795,809,1
I737,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,9.0,Residencial urbano,Urbano,-68.82166479,-32.8694776,810,1
I738,Intersercción,585.0,209.0,17.0,90.0,88.0,12.0,91.0,36.0,148.0,25.0,84.0,159.0,6.0,556.0,11.0,2.0,0.0,0.0,43.0,Residencial urbano,Urbano,-68.83304402,-32.86951133,811,1
I739,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,10.0,Residencial urbano,Urbano,-68.82293624,-32.86949744,812,1
I740,Intersercción,612.0,241.0,27.0,125.0,81.0,19.0,111.0,29.0,172.0,28.0,85.0,117.0,10.0,553.0,27.0,0.0,1.0,7.0,3.0,Residencial urbano,Urbano,-68.8593066,-32.868595299999996,813,1
I741,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,6.0,Residencial urbano,Urbano,-68.82038254,-32.86952085,814,1
I742,Intersercción,985.0,375.0,38.0,161.0,145.0,28.0,166.0,47.0,198.0,47.0,120.0,312.0,15.0,915.0,35.0,1.0,0.0,3.0,40.0,Residencial urbano,Urbano,-68.84899629,-32.86957669,815,1
I743,Intersercción,585.0,209.0,17.0,90.0,88.0,12.0,91.0,36.0,148.0,25.0,84.0,159.0,6.0,556.0,11.0,2.0,0.0,0.0,32.0,Residencial urbano,Urbano,-68.83260584,-32.86956485,816,1
I744,Intersercción,612.0,241.0,27.0,125.0,81.0,19.0,111.0,29.0,172.0,28.0,85.0,117.0,10.0,553.0,27.0,0.0,1.0,7.0,5.0,Residencial urbano,Urbano,-68.85907471,-32.86961001,817,1
I745,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,2.0,Residencial urbano,Urbano,-68.86922253,-32.86962652,818,0
I746,Intersercción,1123.0,349.0,43.0,218.0,203.0,26.0,282.0,77.0,345.0,48.0,102.0,170.0,7.0,1037.0,43.0,4.0,0.0,0.0,5.0,Residencial urbano,Urbano,-68.81907890000001,-32.86956405,819,1
I747,Intersercción,745.0,188.0,18.0,213.0,55.0,29.0,317.0,36.0,201.0,20.0,20.0,22.0,1.0,626.0,58.0,20.0,0.0,4.0,2.0,Residencial urbano,Urbano,-68.86428613,-32.869639299999996,820,1
I748,Intersercción,745.0,188.0,18.0,213.0,55.0,29.0,317.0,36.0,201.0,20.0,20.0,22.0,1.0,626.0,58.0,20.0,0.0,4.0,3.0,Residencial urbano,Urbano,-68.86350615,-32.86963845,821,1
I749,Intersercción,730.0,231.0,21.0,137.0,126.0,23.0,153.0,31.0,236.0,19.0,69.0,151.0,2.0,669.0,34.0,2.0,0.0,3.0,3.0,Residencial urbano,Urbano,-68.81809581,-32.86960771,822,1
I750,Intersercción,785.0,233.0,23.0,115.0,110.0,16.0,154.0,52.0,214.0,30.0,80.0,179.0,13.0,724.0,29.0,2.0,0.0,0.0,15.0,Residencial urbano,Urbano,-68.83190051,-32.86963604,823,1
I753,Intersercción,1179.0,326.0,30.0,213.0,85.0,43.0,95.0,94.0,138.0,71.0,86.0,549.0,67.0,1106.0,41.0,0.0,71.0,11.0,0.0,Residencial suburbano,Interfaz,-68.89130316,-32.86919746,826,1
I754,Intersercción,1179.0,326.0,30.0,213.0,85.0,43.0,95.0,94.0,138.0,71.0,86.0,549.0,67.0,1106.0,41.0,0.0,71.0,11.0,0.0,Residencial suburbano,Interfaz,-68.89146813,-32.86976502,827,1
I755,Intersercción,1376.0,332.0,67.0,429.0,105.0,73.0,613.0,68.0,359.0,48.0,22.0,30.0,0.0,1157.0,116.0,20.0,0.0,8.0,2.0,Residencial urbano,Urbano,-68.86815388,-32.86974262,828,0
I756,Intersercción,1259.0,325.0,107.0,361.0,98.0,53.0,517.0,78.0,335.0,72.0,37.0,52.0,1.0,1101.0,83.0,11.0,2.0,11.0,2.0,Residencial urbano,Urbano,-68.86492703,-32.86976623,829,0
I757,Intersercción,666.0,234.0,18.0,91.0,115.0,12.0,81.0,39.0,165.0,42.0,81.0,200.0,13.0,625.0,14.0,1.0,0.0,0.0,15.0,Residencial urbano,Urbano,-68.84196538,-32.86975736,830,1
